ORF1,ORF2
YER177W,YDR017C
YHR140W,YGL200C
YMR300C,YAL012W
YOR032C,YFR028C
YOR260W,YML095C
YLR423C,YCL032W
YGR172C,YFL038C
YJR091C,YHR026W
YJL110C,YCR014C
YPR101W,YDR416W
YML065W,YDR171W
YNL317W,YIL142W
YNR068C,YGL181W
YMR114C,YER022W
YML115C,YEL002C
YOL139C,YGL049C
YNL218W,YML064C
YHL030W,YDL052C
YPL149W,YMR058W
YOR065W,YHR195W
YDR383C,YBR107C
YKR040C,YJR091C
YPL192C,YLL043W
YOR180C,YGR263C
YKL078W,YGL137W
YKL095W,YDL209C
YPL095C,YDR100W
YKL137W,YGL127C
YMR149W,YAR027W
YOR177C,YNL244C
YMR304W,YJR138W
YNR052C,YAL021C
YPL240C,YMR094W
YEL064C,YBR103W
YCR061W,YBR187W
YLL049W,YCL032W
YMR032W,YJR090C
YPR029C,YDL153C
YKL061W,YCL032W
YLR424W,YLR385C
YHR084W,YGR040W
YGR091W,YBR251W
YMR054W,YML012W
YLR384C,YDL140C
YPR010C,YER146W
YMR088C,YLR147C
YER081W,YDR528W
YKL081W,YER086W
YNL284C,YDR322W
YPR016C,YLR074C
YGR058W,YDL203C
YCL022C,YBR038W
YIL035C,YGL104C
YMR322C,YMR096W
YOR284W,YJR076C
YPR086W,YOR154W
YPL093W,YDL175C
YLL032C,YER112W
YML056C,YLR427W
YOR136W,YHR014W
YBR159W,YBR036C
YNL334C,YHR041C
YER026C,YDR297W
YIL046W,YBR138C
YPR119W,YNL135C
YHR140W,YER118C
YJL124C,YER028C
YHR016C,YBR098W
YDL213C,YDL060W
YOL051W,YNL236W
YGR104C,YDL005C
YPR017C,YJL122W
YER100W,YAL053W
YPR110C,YEL069C
YOR072W,YER022W
YDL200C,YDL101C
YDR061W,YCR086W
YOR122C,YIL159W
YLR370C,YJR065C
YHR076W,YBR217W
YLR010C,YDL220C
YPL211W,YJR083C
YMR167W,YLR035C
YJR117W,YDR331W
YML048W,YJR010C-A
YNL101W,YKL154W
YPR088C,YKR036C
YNL061W,YGR103W
YGL153W,YDR256C
YGL071W,YDR098C
YFR001W,YDR386W
YHR032W,YHL042W
YNR039C,YDR205W
YJL222W,YBR009C
YBR290W,YBR106W
YLR437C,YLR277C
YJR110W,YER032W
YPL126W,YJL076W
YNL094W,YFR024C
YHR169W,YGR240C
YEL063C,YCR034W
YPL018W,YCL039W
YFR051C,YDL145C
YJR005W,YBL037W
YDR456W,YBR106W
YNL041C,YGL172W
YKR002W,YDR301W
YKL104C,YDR311W
YPR016C,YDL213C
YJL187C,YBR160W
YLR094C,YFR021W
YKL028W,YER007C-A
YMR308C,YIL094C
YJR045C,YGR155W
YOL132W,YBR058C
YLL048C,YER118C
YNL207W,YER155C
YGR220C,YDR462W
YML058W,YCL027W
YJL098W,YFL024C
YLR277C,YDL062W
YMR215W,YML048W
YNL048W,YHR140W
YLR100W,YDL132W
YLR288C,YDR022C
YEL002C,YCR034W
YCR030C,YBL007C
YDR331W,YDL015C
YPL259C,YKL135C
YPL012W,YHR089C
YER093C,YBR270C
YMR047C,YDR423C
YNL020C,YGR241C
YNL287W,YDL192W
YDR192C,YBR017C
YKL002W,YGR035C
YML007W,YER110C
YOL051W,YGR104C
YPL053C,YKR088C
YDR394W,YBR272C
YNR005C,YHR022C
YJR083C,YBR160W
YPL256C,YHL007C
YKL119C,YHR186C
YGR119C,YGL092W
YOL021C,YLR293C
YPR018W,YLR347C
YER081W,YBR155W
YIL128W,YIL033C
YGL075C,YDL070W
YJR089W,YDR415C
YNL189W,YDR100W
YKL103C,YDR311W
YOR355W,YDR207C
YMR043W,YDR173C
YGR218W,YDR229W
YGR284C,YDR414C
YHR133C,YEL063C
YDR342C,YDR034C
YEL002C,YDR297W
YMR096W,YFL060C
YKL078W,YDL014W
YML064C,YCR076C
YNL244C,YDR155C
YGR284C,YGR260W
YJR105W,YDL047W
YJL061W,YER105C
YPR020W,YCL025C
YLR125W,YDL110C
YNL061W,YKL014C
YJR091C,YHR057C
YPR086W,YLR131C
YLR427W,YBR121C
YKL023W,YHR053C
YNR003C,YGR246C
YLL056C,YLL023C
YLR233C,YLR175W
YJR091C,YBL049W
YIL023C,YHR140W
YLR086W,YJL074C
YPL122C,YIL143C
YPL106C,YMR116C
YJL089W,YDR477W
YJR091C,YIL174W
YGR186W,YBR160W
YLR447C,YJL039C
YOL068C,YIL112W
YGR245C,YER126C
YGL200C,YDL015C
YML048W,YDL047W
YKR048C,YGR040W
YLR003C,YGR090W
YCL040W,YBR040W
YOR178C,YGL073W
YGR091W,YDR462W
YLR413W,YJR091C
YOR284W,YKL002W
YDR180W,YDL003W
YMR009W,YCL038C
YDR037W,YBR055C
YNL244C,YCR053W
YPR049C,YGL180W
YPL161C,YDR309C
YOL139C,YJR035W
YIL171W,YDR456W
YLR180W,YDR148C
YOR351C,YHR178W
YMR049C,YDR188W
YLR295C,YDL081C
YLR138W,YHL010C
YLR234W,YDR097C
YJR121W,YDL181W
YGL249W,YDL132W
YPL082C,YGL195W
YMR224C,YDR369C
YPR008W,YDR335W
YPL194W,YOL094C
YPR176C,YDL192W
YNL244C,YGL256W
YMR144W,YLR295C
YLR288C,YBR129C
YNL135C,YDR174W
YMR296C,YIL104C
YMR004W,YLR452C
YOL018C,YMR197C
YMR199W,YDR480W
YOR005C,YGR103W
YNL284C,YML009C
YOR039W,YIL035C
YPR086W,YOL148C
YDR069C,YDL147W
YBR010W,YBR009C
YPL042C,YKR036C
YMR047C,YLR077W
YKR037C,YDR016C
YIL044C,YER081W
YKL002W,YDL127W
YOR302W,YLR197W
YMR049C,YGL245W
YMR290C,YHR066W
YJR022W,YCR020C-A
YGR232W,YGL004C
YDL014W,YCL054W
YLR222C,YDR225W
YOL103W,YGR172C
YLR447C,YDR074W
YNL101W,YGR060W
YDR388W,YBL045C
YNL189W,YML028W
YLR196W,YDL213C
YER022W,YDR259C
YMR268C,YBL026W
YKR026C,YJL124C
YKL002W,YER104W
YPL066W,YGR182C
YLR319C,YIL159W
YPL204W,YCR088W
YDL063C,YBR017C
YPR165W,YLR423C
YGL241W,YBL002W
YJL005W,YGR092W
YLR147C,YGR013W
YPL248C,YOR358W
YLL061W,YIL016W
YPR160W,YKL166C
YLR288C,YBR253W
YKL059C,YGR156W
YHL042W,YGR191W
YPL042C,YCR093W
YIL172C,YDL012C
YDR260C,YDR127W
YDL217C,YAR023C
YOL148C,YDR448W
YJL117W,YDL145C
YGL151W,YDL017W
YMR288W,YAL032C
YGR060W,YGL051W
YOL135C,YBL093C
YOL133W,YJL102W
YOR159C,YLR172C
YNL037C,YMR106C
YNL037C,YDR523C
YMR240C,YDL030W
YMR047C,YBR301W
YML074C,YIL035C
YNL092W,YJR093C
YML064C,YLR377C
YHR107C,YDL225W
YMR197C,YDR468C
YBR243C,YBR106W
YHR107C,YFL045C
YLR180W,YIL038C
YOR056C,YNL207W
YNL250W,YIL070C
YOL054W,YDR225W
YIR022W,YCR034W
YMR058W,YLR291C
YML100W,YBR126C
YML048W,YBL021C
YLR074C,YGR103W
YLR386W,YGR066C
YER146W,YDR378C
YMR012W,YER171W
YOR198C,YKR030W
YLR083C,YJL210W
YLR362W,YLL021W
YOR159C,YLR182W
YPR017C,YPL093W
YML064C,YGR234W
YHR081W,YHR069C
YPL204W,YBL056W
YML067C,YLR004C
YMR221C,YDR378C
YOR106W,YLR396C
YNL066W,YLR440C
YPR120C,YOR066W
YDR439W,YBR160W
YGL234W,YBR217W
YNL037C,YGL137W
YMR213W,YJR050W
YHR016C,YCR088W
YBR160W,YAL028W
YNL092W,YLR124W
YPR201W,YDR039C
YLR078C,YDR238C
YMR117C,YIL128W
YKL002W,YDL130W
YMR059W,YHR183W
YPR160W,YPL204W
YPR148C,YDL237W
YNL135C,YKL203C
YDR099W,YDR017C
YHR094C,YDL212W
YDR097C,YBR114W
YNL308C,YIL035C
YGL225W,YGL104C
YER019W,YCR068W
YKL065C,YEL027W
YPL076W,YHL048W
YDR331W,YBR106W
YPL076W,YNL101W
YOR195W,YFR031C
YOR232W,YCR052W
YDR356W,YBR160W
YMR104C,YGR016W
YPL161C,YHR107C
YMR267W,YKR026C
YMR043W,YMR042W
YJL141C,YCR093W
YJL151C,YGL212W
YKL085W,YBR136W
YCR092C,YBR088C
YKL002W,YCL049C
YLR386W,YDL017W
YNL189W,YKL023W
YNL058C,YCL027W
YPL161C,YER047C
YPL076W,YGL104C
YGL133W,YDL002C
YPL240C,YOR036W
YHL010C,YGR089W
YGR144W,YBR109C
YMR012W,YBL039C
YJL112W,YIL065C
YJL074C,YGL195W
YNL263C,YGL198W
YNL227C,YNL093W
YGR155W,YGR040W
YOR171C,YHR178W
YPR028W,YKL165C
YGR218W,YGL149W
YNL183C,YGR241C
YLR263W,YIL072W
YGR104C,YER022W
YJR117W,YBR183W
YKL130C,YAL041W
YHL004W,YDR347W
YOR014W,YBR160W
YOR264W,YIL060W
YNL113W,YHR197W
YGL190C,YAL016W
YNL021W,YJL110C
YML117W,YBL032W
YGL127C,YER022W
YML048W,YCL025C
YLR295C,YJR121W
YMR273C,YIL112W
YPR085C,YOR288C
YNL244C,YBR126C
YHR114W,YGR215W
YIL095W,YBR059C
YKR026C,YGL026C
YMR304W,YFR024C-A
YNL307C,YDR207C
YOL042W,YER022W
YOR267C,YGL115W
YJR040W,YBL086C
YKR089C,YHR050W
YPL267W,YBR160W
YJR022W,YIL173W
YJL185C,YDR034C
YJR091C,YDR389W
YOL104C,YDR383C
YMR149W,YML048W
YKR048C,YDR002W
YOL083W,YGL156W
YNL138W,YHR152W
YOR110W,YBR123C
YHR016C,YGR268C
YBR055C,YAL012W
YPL110C,YGR024C
YLR427W,YGL049C
YLR014C,YJL082W
YNL138W,YDR306C
YNL068C,YMR043W
YLR430W,YBR160W
YJR010C-A,YEL063C
YLR384C,YIL021W
YKL085W,YJR062C
YOL086C,YDR170C
YHL007C,YER114C
YPL235W,YDR155C
YGL028C,YDR482C
YOR231W,YBL105C
YER133W,YAL014C
YHR158C,YAL016W
YKR048C,YGR245C
YOL139C,YNL262W
YOL123W,YMR047C
YOR196C,YDR344C
YGR060W,YBL040C
YLR442C,YDR227W
YDR335W,YDR192C
YLR442C,YBL045C
YFL049W,YBR289W
YOR160W,YLR293C
YOR272W,YGR103W
YNL135C,YHR064C
YNL110C,YNL002C
YLR457C,YBR160W
YDL199C,YBR069C
YOL145C,YLR418C
YJL117W,YFL041W
YIL061C,YHR086W
YDR240C,YBR119W
YNL189W,YGL221C
YKL157W,YHR114W
YKL130C,YAL029C
YHR041C,YBR193C
YOL139C,YGR162W
YNL189W,YKL108W
YER177W,YDR062W
YOR191W,YNL061W
YLL050C,YGL195W
YGR204W,YFR031C-A
YER112W,YBR126C
YOR220W,YLR216C
YGL212W,YGL104C
YFR034C,YDR335W
YOR039W,YMR172W
YLR147C,YER029C
YGR172C,YDR425W
YJL179W,YGL061C
YMR149W,YGL051W
YMR302C,YFR024C-A
YLR115W,YKL059C
YOR351C,YOR101W
YPR029C,YKL135C
YLL027W,YER131W
YJR070C,YIL142W
YLR216C,YGL137W
YPR120C,YKL068W
YJL124C,YDL013W
YJR060W,YDR318W
YOR195W,YBR160W
YDR240C,YDL087C
YPR010C,YBR009C
YPL242C,YDR264C
YDL132W,YBR280C
YML048W,YEL017C-A
YML053C,YJR009C
YDR363W,YDL042C
YMR024W,YBL038W
YMR312W,YLR384C
YPR160W,YGR092W
YEL062W,YDR128W
YKL008C,YJL117W
YIL105C,YBR270C
YLR088W,YHR188C
YMR277W,YCR079W
YHR089C,YBR084W
YOR106W,YBL078C
YLL036C,YBR188C
YCR034W,YBR036C
YDR331W,YBL040C
YKL108W,YKL085W
YDR214W,YDL200C
YPL093W,YGR245C
YKL045W,YGR218W
YJL021C,YFR011C
YML064C,YIL125W
YOR056C,YOL054W
YIL076W,YDL145C
YIR002C,YDR097C
YER022W,YDR225W
YHR107C,YBR260C
YJR091C,YIR025W
YKR036C,YJR064W
YPR159W,YER165W
YGL019W,YDL195W
YOR143C,YER022W
YML098W,YGR274C
YGR218W,YDR016C
YJL095W,YHR082C
YHR057C,YDL100C
YPL066W,YBR011C
YKL146W,YJL062W
YHR066W,YER161C
YLR293C,YDL193W
YGR203W,YGR163W
YOL108C,YER167W
YLR423C,YDR259C
YOL133W,YLR127C
YMR152W,YHR137W
YMR293C,YJR091C
YPL248C,YGL112C
YLR376C,YIL132C
YDL160C,YDL017W
YLR432W,YDR167W
YNR052C,YDL160C
YGL086W,YER018C
YPR086W,YIL005W
YJR117W,YBR293W
YKL146W,YJR091C
YMR250W,YBR109C
YDL089W,YBR160W
YDL198C,YAR027W
YNL257C,YDR477W
YOL149W,YLR264W
YPR184W,YER054C
YPR201W,YGR174C
YDR328C,YDR318W
YKL061W,YGR092W
YNL127W,YGL251C
YOR358W,YGL237C
YML094W,YLR212C
YPL020C,YJL067W
YDR386W,YDR381W
YPR180W,YHR063C
YOL100W,YDR342C
YLR293C,YER110C
YIL016W,YEL063C
YMR059W,YDL192W
YKR054C,YHR158C
YIL061C,YBR247C
YNL290W,YML057W
YHR089C,YDL051W
YOR178C,YDR052C
YHR114W,YAL064W
YPL248C,YER148W
YKL057C,YER086W
YLR109W,YHR135C
YLR276C,YHR066W
YPL042C,YGR092W
YMR106C,YDL052C
YDR246W,YBR254C
YLR106C,YJR017C
YLR332W,YLR328W
YPR160W,YDR419W
YOR198C,YLR128W
YLR342W,YAL053W
YML075C,YGR060W
YMR095C,YFL059W
YJR091C,YGR049W
YPR110C,YDR141C
YOR304W,YOL086C
YJL124C,YCR024C-A
YPL189W,YDR086C
YMR047C,YGR080W
YOR299W,YGR294W
YMR104C,YDL185W
YMR264W,YHL042W
YNL061W,YKL021C
YPL032C,YJR091C
YLR153C,YJR091C
YEL017C-A,YCR034W
YNL166C,YJR076C
YPR165W,YLR438W
YHR026W,YHL048W
YER118C,YER040W
YHL010C,YBL049W
YOL109W,YLR332W
YHR016C,YBL007C
YPL152W,YHR114W
YOL132W,YLR372W
YFL016C,YER081W
YOR355W,YNL201C
YKL056C,YER140W
YIL128W,YDL029W
YDR188W,YDR142C
YMR127C,YJL115W
YKR043C,YBR238C
YML001W,YGL198W
YPR180W,YDR404C
YNL124W,YIL104C
YPR018W,YML102W
YMR125W,YDL175C
YML058W,YDL101C
YJR015W,YHR050W
YPL093W,YAL047C
YLR295C,YFR043C
YLR395C,YFR008W
YNL054W,YGL104C
YDL199C,YCL027W
YDL029W,YCR088W
YGR295C,YDL212W
YPL247C,YJL141C
YPL075W,YNL199C
YMR109W,YHR114W
YMR205C,YJR022W
YOR092W,YFL062W
YOR142W,YER171W
YNL135C,YDR311W
YLR295C,YGR009C
YLR446W,YKR074W
YOR350C,YMR271C
YOR084W,YJR076C
YDR460W,YDL108W
YKL002W,YDL162C
YFL023W,YCL017C
YDR223W,YBR160W
YPR086W,YGR294W
YKL214C,YGL237C
YIR018W,YAL011W
YOR065W,YOL073C
YNL044W,YJL196C
YPR045C,YGR113W
YDR141C,YCR077C
YNL196C,YCL055W
YGL092W,YER009W
YGL195W,YFR009W
YMR294W,YMR047C
YMR213W,YKL173W
YOL069W,YEL061C
YJR101W,YBR251W
YLR423C,YKL050C
YJR091C,YJR050W
YHR165C,YDR378C
YMR064W,YDR034C
YEL051W,YBR017C
YJR069C,YGL127C
YKR046C,YKR026C
YLR293C,YIL063C
YNL307C,YLR175W
YLR291C,YKR026C
YPR016C,YNL021W
YLR449W,YBR119W
YLR453C,YLL050C
YMR025W,YDL216C
YOR212W,YJL014W
YPR086W,YJL072C
YJR010C-A,YHL042W
YNL005C,YHR130C
YDR069C,YBL064C
YMR308C,YMR047C
YMR001C,YGL003C
YPR086W,YJR065C
YMR055C,YFL061W
YJL058C,YGR071C
YLL019C,YGL181W
YOL115W,YFR031C
YOL012C,YKR048C
YDL029W,YBR208C
YLR372W,YHR188C
YNL189W,YDR353W
YIL114C,YEL063C
YGR138C,YGL200C
YLR186W,YGR233C
YMR215W,YKL154W
YJL124C,YGR158C
YNL070W,YHR007C
YNL189W,YKL103C
YLR058C,YFR009W
YNL121C,YBL042C
YLR427W,YDR432W
YMR106C,YML022W
YOL123W,YDR350C
YHR165C,YHR156C
YOR298W,YGL234W
YER122C,YDR238C
YOR360C,YHR211W
YJR082C,YDL154W
YER133W,YBR050C
YOR059C,YMR195W
YHR110W,YAL007C
YDR489W,YDR013W
YOL090W,YIL143C
YFL003C,YDL154W
YLR453C,YLR094C
YER001W,YCR061W
YPR180W,YJL001W
YML048W,YLR083C
YJR091C,YGL222C
YJL098W,YJL081C
YJR070C,YDL225W
YJR143C,YJL124C
YMR159C,YFL068W
YML055W,YER022W
YKR001C,YER164W
YPL237W,YNL265C
YPR086W,YLR418C
YER173W,YDL101C
YLR207W,YKL120W
YOR180C,YGL153W
YHR027C,YGR262C
YPL204W,YHR185C
YMR257C,YHR086W
YNL061W,YHR051W
YHR042W,YBR132C
YLR424W,YGL090W
YDR381W,YDR365C
YPR093C,YDR131C
YDR381W,YDL213C
YKR026C,YKL211C
YPR194C,YGL200C
YLR074C,YEL034W
YPL159C,YJR091C
YOR332W,YEL051W
YOL123W,YMR064W
YLR295C,YDL118W
YMR215W,YJL117W
YLR144C,YFR024C
YPL175W,YDR215C
YOL156W,YBR058C
YOR156C,YDR510W
YLR080W,YBR159W
YPR032W,YBL026W
YOR005C,YGL111W
YKL166C,YHR135C
YNL118C,YJL124C
YPL095C,YGL161C
YMR278W,YJR091C
YKL120W,YBR017C
YKL135C,YHL019C
YHR110W,YGR260W
YER082C,YDR324C
YPL076W,YBR036C
YHR109W,YGR071C
YPL106C,YML028W
YLR258W,YFR015C
YOL135C,YDL005C
YNL044W,YHR140W
YLR343W,YHR133C
YIR032C,YBR126C
YJL090C,YHR170W
YDL017W,YCR022C
YDL015C,YBR110W
YGR092W,YDR394W
YNL154C,YGL190C
YGR157W,YBR043C
YNR058W,YEL064C
YMR304W,YLR436C
YPL153C,YJR060W
YOL051W,YHR058C
YMR054W,YDL185W
YPR194C,YHR092C
YKR079C,YER052C
YGL234W,YBR049C
YDR414C,YBL102W
YPL178W,YDL087C
YIL052C,YGL181W
YKL085W,YDR306C
YNL038W,YLR074C
YMR218C,YJL044C
YJL054W,YBR091C
YPR088C,YER155C
YPR171W,YER118C
YNR016C,YER179W
YLR311C,YGL127C
YNR046W,YDR140W
YJR091C,YBL053W
YDR477W,YBR066C
YOR284W,YNL243W
YDR151C,YDL012C
YMR117C,YKR054C
YLR383W,YAR073W
YMR109W,YDR388W
YGL004C,YBR272C
YOR176W,YDR226W
YPL255W,YHL006C
YLR429W,YBR143C
YDL112W,YBR103W
YJR022W,YDR135C
YLR229C,YDL135C
YPL122C,YER148W
YMR308C,YGL237C
YER133W,YDL070W
YKL104C,YHR200W
YPL059W,YJL162C
YOL069W,YEL043W
YLR295C,YER116C
YLR295C,YFL060C
YOR039W,YOL145C
YPR028W,YHL048W
YOR173W,YJL141C
YOL149W,YDR378C
YLR397C,YJR091C
YHR052W,YDR060W
YLR113W,YER075C
YOR117W,YMR276W
YPL262W,YML095C
YLR098C,YDL239C
YNL232W,YGR095C
YPR015C,YDR395W
YOR016C,YEL027W
YLL026W,YJR032W
YOR270C,YKL080W
YNL135C,YDR037W
YPR119W,YDR412W
YOR194C,YGL016W
YKR039W,YGL051W
YER133W,YDR195W
YPR104C,YKR026C
YPR110C,YBR249C
YER142C,YBL002W
YJL138C,YBR101C
YKL204W,YGL137W
YJL170C,YGL070C
YML038C,YCL025C
YLL065W,YGL127C
YOR047C,YML011C
YIL142W,YDL047W
YOR310C,YCR057C
YOL003C,YDR331W
YFL009W,YDL132W
YMR128W,YBR247C
YJR010W,YHR156C
YHR114W,YDR422C
YOR181W,YIL034C
YMR149W,YLR372W
YLR343W,YCL025C
YOR057W,YFL009W
YMR288W,YBR152W
YPR192W,YHL048W
YPL149W,YBR217W
YOR212W,YDL029W
YNL061W,YGR090W
YDR049W,YDL126C
YMR240C,YML049C
YNR053C,YJL203W
YLR432W,YDR469W
YMR139W,YJR094C
YLR176C,YBR009C
YNL098C,YJL005W
YHR064C,YBR158W
YKL214C,YDR381W
YFR004W,YBR109C
YNL142W,YER036C
YCR048W,YCL026C-A
YDR510W,YDL064W
YNL189W,YER161C
YNL007C,YHR030C
YDR099W,YBR050C
YOR284W,YBL007C
YOR056C,YMR116C
YJR117W,YGL104C
YML042W,YGL187C
YMR049C,YDR342C
YNR022C,YAL036C
YNL251C,YDR172W
YBR149W,YBR055C
YNR035C,YDL225W
YGR097W,YDR167W
YPL204W,YHR098C
YDR448W,YBR198C
YKR026C,YDR211W
YKL139W,YDL047W
YPL076W,YEL002C
YFR015C,YBR160W
YOR098C,YLL001W
YLR125W,YDL165W
YGR296W,YBR160W
YPR025C,YPL031C
YLR427W,YLR219W
YLR065C,YDL149W
YMR078C,YJR068W
YGR249W,YBR175W
YMR030W,YLR125W
YOL123W,YGL044C
YLR314C,YKL101W
YEL022W,YDR062W
YER118C,YDR216W
YDL239C,YAL042W
YIL078W,YER022W
YHR030C,YDR214W
YPL209C,YGL061C
YGR204W,YBR055C
YLR423C,YGL237C
YPL181W,YDR176W
YLR262C,YDR027C
YPL266W,YDL060W
YLR295C,YJL180C
YFR014C,YBR109C
YKR028W,YGL237C
YMR032W,YBR260C
YER071C,YCL007C
YPL002C,YDR383C
YMR089C,YKR066C
YGR067C,YBL002W
YMR307W,YLR442C
YOL041C,YDL060W
YGR091W,YCR046C
YDL015C,YBR159W
YHR200W,YGR040W
YHL030W,YFR052W
YOR047C,YMR280C
YHL042W,YDL212W
YOR187W,YDR542W
YGL178W,YBL016W
YIL040W,YER149C
YOR178C,YDR006C
YBR143C,YBL004W
YML064C,YER025W
YML102W,YBR195C
YOR061W,YJL069C
YLR150W,YBL032W
YER081W,YBR274W
YKR048C,YGL003C
YNL039W,YER148W
YJL066C,YAL010C
YNL331C,YML064C
YPL259C,YNL308C
YGL053W,YFL025C
YOR181W,YLL050C
YMR290C,YLR175W
YNL048W,YBR054W
YGR078C,YDL126C
YIR038C,YEL017W
YJL081C,YDR225W
YOL135C,YNR010W
YOR047C,YBR270C
YPR016C,YNL182C
YNL118C,YIR014W
YOR353C,YOL082W
YOL065C,YMR153W
YJL041W,YER009W
YHR078W,YDR119W
YJR043C,YJR006W
YJR064W,YDL029W
YLR045C,YBR160W
YPL124W,YBR270C
YLR423C,YFR008W
YOR350C,YHL015W
YOR097C,YGR058W
YJL068C,YCR021C
YJR010C-A,YHL003C
YPR018W,YLR288C
YJL074C,YBR009C
YNL244C,YLR027C
YGL161C,YFL038C
YPL246C,YHR105W
YLR059C,YBR217W
YER112W,YDR485C
YGR090W,YER161C
YNL175C,YHR216W
YPL264C,YER039C
YGR119C,YBR017C
YFL003C,YBR109C
YLR371W,YGR220C
YGL121C,YCR077C
YJR010C-A,YIL016W
YMR227C,YML098W
YHR114W,YFL012W
YLR423C,YDR052C
YDR034C,YBR057C
YLL005C,YGR060W
YKL205W,YGL105W
YLR264W,YJR091C
YNL185C,YLR439W
YKR104W,YJR022W
YNL126W,YLR212C
YLR447C,YJL219W
YOL087C,YBL047C
YHR089C,YDL014W
YNL005C,YBL032W
YMR303C,YLR097C
YOL017W,YBR245C
YNL110C,YHR088W
YFR024C-A,YDR127W
YCL027W,YBL105C
YNL008C,YCR098C
YKL064W,YDL149W
YPL248C,YDR448W
YER082C,YDR224C
YER148W,YDR448W
YDR480W,YBL016W
YDR489W,YBL006C
YPL242C,YKR086W
YPL094C,YMR058W
YOR206W,YLR453C
YKL008C,YDR331W
YPL155C,YPL124W
YOR125C,YDR456W
YPR193C,YCL032W
YLR288C,YLR125W
YIL057C,YGL181W
YJL074C,YFL008W
YGR220C,YDR296W
YLR283W,YJR091C
YPL043W,YLR276C
YMR092C,YFL039C
YOR355W,YHL046C
YOL030W,YJR003C
YOR308C,YER172C
YMR222C,YIL016W
YMR159C,YLR288C
YFR004W,YBR217W
YNL048W,YBR159W
YHR191C,YGR005C
YNL110C,YDR060W
YIL063C,YDR131C
YPL043W,YER006W
YPR180W,YOL086C
YGR083C,YCR084C
YNL124W,YHR089C
YJR076C,YDL064W
YER029C,YDL208W
YJR015W,YBR159W
YBR130C,YBR109C
YLR320W,YJL047C
YPR184W,YJL141C
YMR093W,YBR247C
YGR247W,YER045C
YFL018C,YDR148C
YGR189C,YDR034C
YPL129W,YGR005C
YNL201C,YER155C
YMR012W,YAL036C
YPL125W,YER161C
YHR140W,YHL048W
YDL132W,YDL006W
YLL024C,YIL040W
YLR442C,YDR225W
YPL110C,YOR005C
YNR074C,YDR503C
YPL043W,YGR103W
YLR058C,YKL104C
YOR005C,YDR198C
YML067C,YKL154W
YNL271C,YLL021W
YOL111C,YMR047C
YDL200C,YBR010W
YGR128C,YER082C
YJL133W,YGL104C
YDR036C,YBR251W
YJL061W,YBL079W
YGR172C,YER031C
YLR347C,YKL067W
YDR143C,YDL029W
YJL086C,YGR052W
YGL068W,YER082C
YNL185C,YDR405W
YGR251W,YGR084C
YHR086W,YBR119W
YJL005W,YBR142W
YER022W,YEL012W
YPL264C,YML075C
YNL118C,YKR054C
YDR318W,YDL110C
YGR040W,YDL097C
YLR452C,YGR040W
YOR264W,YJL215C
YNL103W,YLR254C
YPL076W,YKL065C
YML048W,YJL222W
YLL006W,YHR007C
YLR074C,YER126C
YNR041C,YLR373C
YBR023C,YBL061C
YOR017W,YDL213C
YNL154C,YCR011C
YIR005W,YDR155C
YNL088W,YGL130W
YPL093W,YAR018C
YIR009W,YIL143C
YNL121C,YJL004C
YLR214W,YKR104W
YDR074W,YAR066W
YPR070W,YOL051W
YHR110W,YGR284C
YMR105C,YDL101C
YNR074C,YIL169C
YPL178W,YOL139C
YIL142W,YBL049W
YNL016W,YDL051W
YLR439W,YIL061C
YJR065C,YDL029W
YOR009W,YDR034C
YGR284C,YEL002C
YGR092W,YGL137W
YNL189W,YMR290C
YPR010C,YGR040W
YJR091C,YDR439W
YOR319W,YMR027W
YML051W,YDR009W
YHR005C,YBR116C
YPR156C,YML048W
YJL061W,YIL115C
YOR098C,YBR160W
YIL061C,YFR039C
YER148W,YDR176W
YOL090W,YCR092C
YOR106W,YGR261C
YGR220C,YCR071C
YOR047C,YKL002W
YIL131C,YIL035C
YPL256C,YER111C
YLR079W,YDL132W
YPL016W,YKL074C
YGR150C,YDL213C
YPR088C,YPL243W
YML048W,YHR096C
YGL127C,YBR193C
YLR058C,YER146W
YKR037C,YJR091C
YLR453C,YCR021C
YOR302W,YJR091C
YER009W,YER004W
YKL175W,YHR114W
YOR327C,YOL018C
YGR274C,YAL034C
YKR082W,YDR335W
YPR058W,YDR119W
YER027C,YDR206W
YDR414C,YBR159W
YLR115W,YDL140C
YOR305W,YDR415C
YNL041C,YJL191W
YIL004C,YDR189W
YER084W,YDR318W
YNR058W,YEL070W
YMR025W,YDR179C
YMR125W,YLR226W
YKL108W,YJL090C
YPR182W,YOR159C
YDR179C,YDL147W
YJR091C,YGR018C
YOR061W,YKL112W
YDR217C,YBR274W
YOL135C,YOL051W
YLR074C,YDR101C
YER023W,YBR109C
YKL065C,YEL063C
YNL312W,YER025W
YML010W,YLR418C
YOL091W,YER133W
YOR181W,YDR388W
YHR140W,YGR060W
YOL133W,YGL137W
YDR166C,YBL026W
YLR386W,YLR215C
YJL196C,YDL015C
YPR028W,YHL042W
YML038C,YAR027W
YHR135C,YER079W
YOR317W,YBR064W
YNL217W,YBR162C
YER171W,YBR274W
YEL015W,YBL026W
YIL144W,YGR014W
YHR149C,YDL074C
YOL139C,YLR371W
YFR009W,YER171W
YML055W,YBR217W
YGR048W,YBR170C
YNL101W,YHR007C
YLR155C,YER175C
